"muniYear","state","muni","year","Winner2","PAN","PRI","PRD","PAN_PRD","nulos","noreg","total","muniYear1","win_state","wintop_state","win","win_top","prevyear","difY","inc","cont","alt","inc_top","conco","PRI_ofi","PAN_ofi","PRD_ofi","PAN_PRD_ofi","PRI_opo","PAN_opo","PRD_opo","PAN_PRD_opo","edo_year"
"02001_2007","02","02001",2007,"PAN_PNA_PES",54021,52341,4745,0,2375,0,115108,NA,"PAN_PVEM","PAN","PAN","PAN",2004,3,"PAN",1,0,"PAN",1,0,1,0,0,0,0,0,0,"02_2007"
"02001_2010","02","02001",2010,"PRI_PVEM",36715,54497,11996,0,3453,0,112471,NA,"PAN_PNA_PES","PAN","PRI","PRI",2007,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"02_2010"
"02001_2013","02","02001",2013,"PRI_PVEM_PT_PES",0,77564,0,47284,4632,498,132394,NA,"PAN_PNA_PES","PAN","PRI","PRI",2010,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"02_2013"
"02002_1980","02","02002",1980,"PRI",47251,87063,0,0,NA,NA,147587,NA,"PRI","PRI","PRI","PRI",2013,-33,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"02_1980"
"02002_1983","02","02002",1983,"PRI",61642,78712,3434,0,NA,NA,147469,NA,"PRI","PRI","PRI","PRI",1980,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"02_1983"
"02002_1986","02","02002",1986,"PRI",57069,92441,3956,0,0,0,161246,NA,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"02_1986"
"02002_1989","02","02002",1989,"PRI",64908,91109,3365,0,0,0,167460,NA,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"02_1989"
"02002_1992","02","02002",1992,"PRI",103155,114017,4915,0,0,0,232453,NA,"PAN","PAN","PRI","PRI",1989,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"02_1992"
"02002_1995","02","02002",1995,"PAN",116204,105630,6317,0,6913,0,234911,NA,"PAN","PAN","PAN","PAN",1992,3,"PRI",0,1,"PRI",1,0,1,0,0,0,0,0,0,"02_1995"
"02002_1998","02","02002",1998,"PAN",89354,81676,13899,0,6309,0,196944,NA,"PAN","PAN","PAN","PAN",1995,3,"PAN",1,0,"PAN",1,0,1,0,0,0,0,0,0,"02_1998"
"02002_2001","02","02002",2001,"PAN_PVEM",95510,67303,11615,0,4784,0,185537,NA,"PAN","PAN","PAN","PAN",1998,3,"PAN",1,0,"PAN",1,0,1,0,0,0,0,0,0,"02_2001"
"02002_2004","02","02002",2004,"PRI_PVEM_PT_PEBC",63855,63892,9021,0,3517,0,141386,NA,"PAN_PVEM","PAN","PRI","PRI",2001,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"02_2004"
"02002_2007","02","02002",2007,"PAN_PNA_PES",133835,111304,6606,0,4346,0,256905,NA,"PAN_PVEM","PAN","PAN","PAN",2004,3,"PRI",0,1,"PRI",1,0,1,0,0,0,0,0,0,"02_2007"
"02002_2010","02","02002",2010,"PRI_PVEM",96525,102180,6439,0,6663,0,228668,NA,"PAN_PNA_PES","PAN","PRI","PRI",2007,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"02_2010"
"02002_2013","02","02002",2013,"PAN_PRD_PNA_PEBC",0,111225,0,133220,8194,888,262389,NA,"PAN_PNA_PES","PAN","PAN","PAN",2010,3,"PRI",0,1,"PRI",1,0,1,0,0,0,0,0,1,"02_2013"
"02003_1980","02","02003",1980,"PRI",2528,5599,0,0,NA,NA,8952,NA,"PRI","PRI","PRI","PRI",2013,-33,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"02_1980"
"02003_1983","02","02003",1983,"PRI",4777,6520,324,0,NA,NA,11875,NA,"PRI","PRI","PRI","PRI",1980,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"02_1983"
"02003_1986","02","02003",1986,"PRI",3182,6150,378,0,0,0,11372,NA,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"02_1986"
"02003_1989","02","02003",1989,"PRI",6258,6290,642,0,0,0,13848,NA,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"02_1989"
"02003_1992","02","02003",1992,"PAN",9700,9194,973,0,0,0,21341,NA,"PAN","PAN","PAN","PAN",1989,3,"PRI",0,1,"PRI",1,0,1,0,0,0,0,0,0,"02_1992"
"02003_1995","02","02003",1995,"PRI",6754,13042,1372,0,624,0,21365,NA,"PAN","PAN","PRI","PRI",1992,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"02_1995"
"02003_1998","02","02003",1998,"PRI",4590,9353,4983,0,669,0,20240,NA,"PAN","PAN","PRI","PRI",1995,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"02_1998"
"02003_2001","02","02003",2001,"PRI",7796,7862,2066,0,585,0,19998,NA,"PAN","PAN","PRI","PRI",1998,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"02_2001"
"02003_2004","02","02003",2004,"PRI_PVEM_PT_PEBC",9216,10331,1112,0,505,0,21493,NA,"PAN_PVEM","PAN","PRI","PRI",2001,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"02_2004"
"02003_2007","02","02003",2007,"PAN_PNA_PES",13517,13020,1155,0,530,0,28231,NA,"PAN_PVEM","PAN","PAN","PAN",2004,3,"PRI",0,1,"PRI",1,0,1,0,0,0,0,0,0,"02_2007"
"02003_2010","02","02003",2010,"PRI_PVEM",9444,17200,661,0,818,0,28586,NA,"PAN_PNA_PES","PAN","PRI","PRI",2007,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"02_2010"
"02003_2013","02","02003",2013,"PRI_PVEM_PT_PES",0,16959,0,14518,879,104,32693,NA,"PAN_PNA_PES","PAN","PRI","PRI",2010,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"02_2013"
"02004_1980","02","02004",1980,"PRI",27791,66179,0,0,NA,NA,108546,NA,"PRI","PRI","PRI","PRI",2013,-33,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"02_1980"
"02004_1983","02","02004",1983,"PRI",45702,103447,3944,0,NA,NA,160392,NA,"PRI","PRI","PRI","PRI",1980,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"02_1983"
"02004_1986","02","02004",1986,"PRI",34006,81407,5011,0,0,0,136157,NA,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"02_1986"
"02004_1989","02","02004",1989,"PAN",79920,56255,4172,0,0,0,148155,NA,"PRI","PRI","PAN","PAN",1986,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"02_1989"
"02004_1992","02","02004",1992,"PAN",133672,126918,11028,0,0,0,286184,NA,"PAN","PAN","PAN","PAN",1989,3,"PAN",1,0,"PAN",1,0,1,0,0,0,0,0,0,"02_1992"
"02004_1995","02","02004",1995,"PAN",151854,115296,10287,0,6591,0,286229,NA,"PAN","PAN","PAN","PAN",1992,3,"PAN",1,0,"PAN",1,0,1,0,0,0,0,0,0,"02_1995"
"02004_1998","02","02004",1998,"PAN",116244,98669,25065,0,6670,0,249033,NA,"PAN","PAN","PAN","PAN",1995,3,"PAN",1,0,"PAN",1,0,1,0,0,0,0,0,0,"02_1998"
"02004_2001","02","02004",2001,"PAN_PVEM",109115,87517,13833,0,5325,0,227375,NA,"PAN","PAN","PAN","PAN",1998,3,"PAN",1,0,"PAN",1,0,1,0,0,0,0,0,0,"02_2001"
"02004_2004","02","02004",2004,"PRI",134428,139230,9887,0,4501,0,286311,NA,"PAN_PVEM","PAN","PRI","PRI",2001,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"02_2004"
"02004_2007","02","02004",2007,"PAN_PNA_PES",206367,200944,8467,0,5860,0,421456,NA,"PAN_PVEM","PAN","PAN","PAN",2004,3,"PRI",0,1,"PRI",1,0,1,0,0,0,0,0,0,"02_2007"
"02004_2010","02","02004",2010,"PRI_PVEM",160456,179083,9330,0,9402,0,368523,NA,"PAN_PNA_PES","PAN","PRI","PRI",2007,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"02_2010"
"02004_2013","02","02004",2013,"PRI_PVEM_PT_PES",0,216784,0,200085,11961,1522,435514,NA,"PAN_PNA_PES","PAN","PRI","PRI",2010,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"02_2013"
"02005_1998","02","02005",1998,"PAN",6055,5058,1367,0,393,0,13101,NA,"PAN","PAN","PAN","PAN",2013,-15,"PRI",0,1,"PRI",1,0,1,0,0,0,0,0,0,"02_1998"
"02005_2001","02","02005",2001,"PAN_PVEM",6324,3141,348,0,249,0,14874,NA,"PAN","PAN","PAN","PAN",1998,3,"PAN",1,0,"PAN",1,0,1,0,0,0,0,0,0,"02_2001"
"02005_2004","02","02005",2004,"PAN",7056,4170,4539,0,335,0,16151,NA,"PAN_PVEM","PAN","PAN","PAN",2001,3,"PAN",1,0,"PAN",1,0,1,0,0,0,0,0,0,"02_2004"
"02005_2007","02","02005",2007,"PRI_PVEM_PEBC",9737,15953,857,0,474,0,26827,NA,"PAN_PVEM","PAN","PRI","PRI",2004,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"02_2007"
"02005_2010","02","02005",2010,"PRI_PVEM",8752,11998,886,0,548,0,23535,NA,"PAN_PNA_PES","PAN","PRI","PRI",2007,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"02_2010"
"02005_2013","02","02005",2013,"PRI_PVEM_PT_PES",0,26423,0,18380,1277,190,47473,NA,"PAN_PNA_PES","PAN","PRI","PRI",2010,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"02_2013"
"03001_1980","03","03001",1980,"PRI",0,8678,0,0,NA,NA,10983,NA,"PRI","PRI","PRI","PRI",2013,-33,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1980"
"03001_1983","03","03001",1983,"PRI",6477,8697,106,0,NA,NA,15409,NA,"PRI","PRI","PRI","PRI",1980,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1983"
"03001_1987","03","03001",1987,"PRI",4226,15654,0,0,0,0,20136,NA,"PRI","PRI","PRI","PRI",1983,4,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1987"
"03001_1990","03","03001",1990,"PRI",4572,11719,113,0,0,0,16885,NA,"PRI","PRI","PRI","PRI",1987,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1990"
"03001_1993","03","03001",1993,"PAN",12544,7350,1,0,0,0,19968,NA,"PRI","PRI","PAN","PAN",1990,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"03_1993"
"03001_1996","03","03001",1996,"PRI",9906,10007,1131,0,467,13,21623,NA,"PRI","PRI","PRI","PRI",1993,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"03_1996"
"03001_1999","03","03001",1999,"PRD_PT",7225,7742,8785,0,1059,0,23820,NA,"PRD_PT","PRD","PRD","PRD",1996,3,"PRI",0,1,"PRI",1,0,0,1,0,0,0,0,0,"03_1999"
"03001_2002","03","03001",2002,"PRD_PT",6785,8065,8694,0,0,0,24640,NA,"PRD_PT","PRD","PRD","PRD",1999,3,"PRD",1,0,"PRD",1,0,0,1,0,0,0,0,0,"03_2002"
"03001_2005","03","03001",2005,"PRD_MC",1294,7957,9780,0,987,12,24850,NA,"PRD_CONV","PRD","PRD","PRD",2002,3,"PRD",1,0,"PRD",1,0,0,1,0,0,0,0,0,"03_2005"
"03001_2008","03","03001",2008,"PRD_PT_MC",6721,2573,10364,0,818,1,21313,NA,"PRD_CONV","PRD","PRD","PRD",2005,3,"PRD",1,0,"PRD",1,0,0,1,0,0,0,0,0,"03_2008"
"03001_2011","03","03001",2011,"PAN_PRS",17032,5772,8239,0,892,16,31839,NA,"PAN_PRS","PAN","PAN","PAN",2008,3,"PRD",0,1,"PRD",1,0,1,0,0,0,0,0,0,"03_2011"
"03002_1980","03","03002",1980,"PRI",0,4457,0,0,NA,NA,5912,NA,"PRI","PRI","PRI","PRI",2011,-31,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"03_1980"
"03002_1983","03","03002",1983,"PRI",0,5383,0,0,NA,NA,6036,NA,"PRI","PRI","PRI","PRI",1980,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1983"
"03002_1987","03","03002",1987,"PRI",0,10893,0,0,0,0,11830,NA,"PRI","PRI","PRI","PRI",1983,4,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1987"
"03002_1990","03","03002",1990,"PRI",3394,4505,48,0,0,0,8106,NA,"PRI","PRI","PRI","PRI",1987,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1990"
"03002_1993","03","03002",1993,"PRI",5359,6817,0,0,0,0,12178,NA,"PRI","PRI","PRI","PRI",1990,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1993"
"03002_1996","03","03002",1996,"PRI",6869,7099,2,0,363,1,14121,NA,"PRI","PRI","PRI","PRI",1993,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1996"
"03002_1999","03","03002",1999,"PAN",9561,7415,0,0,999,57,16976,NA,"PRD_PT","PRD","PAN","PAN",1996,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"03_1999"
"03002_2002","03","03002",2002,"PRI",1590,6808,6542,0,398,0,15162,NA,"PRD_PT","PRD","PRI","PRI",1999,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"03_2002"
"03002_2005","03","03002",2005,"PRD_MC",1028,5595,7725,0,629,11,17149,NA,"PRD_CONV","PRD","PRD","PRD",2002,3,"PRI",0,1,"PRI",1,0,0,1,0,0,0,0,0,"03_2005"
"03002_2008","03","03002",2008,"PRD_PT_MC",1456,7280,8188,0,725,3,16924,NA,"PRD_CONV","PRD","PRD","PRD",2005,3,"PRD",1,0,"PRD",1,0,0,1,0,0,0,0,0,"03_2008"
"03002_2011","03","03002",2011,"PRD_PT",6050,7006,7849,0,689,22,21496,NA,"PAN_PRS","PAN","PRD","PRD",2008,3,"PRD",1,0,"PRD",0,0,0,0,0,0,0,1,0,"03_2011"
"03003_1980","03","03003",1980,"PRI",0,27294,0,0,NA,NA,30040,NA,"PRI","PRI","PRI","PRI",2011,-31,"PRD",0,1,"PRD",1,1,0,0,0,0,0,0,0,"03_1980"
"03003_1983","03","03003",1983,"PRI",0,26549,3393,0,NA,NA,31157,NA,"PRI","PRI","PRI","PRI",1980,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1983"
"03003_1987","03","03003",1987,"PRI",7056,28250,1090,0,0,0,37926,NA,"PRI","PRI","PRI","PRI",1983,4,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1987"
"03003_1990","03","03003",1990,"PRI",12761,18640,1095,0,0,0,33543,NA,"PRI","PRI","PRI","PRI",1987,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1990"
"03003_1993","03","03003",1993,"PAN",28341,19907,300,0,0,0,49433,NA,"PRI","PRI","PAN","PAN",1990,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"03_1993"
"03003_1996","03","03003",1996,"PRI",22348,34968,2466,0,1185,30,62017,NA,"PRI","PRI","PRI","PRI",1993,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"03_1996"
"03003_1999","03","03003",1999,"PRD_PT",4206,29660,46770,0,1222,5,80688,NA,"PRD_PT","PRD","PRD","PRD",1996,3,"PRI",0,1,"PRI",1,0,0,1,0,0,0,0,0,"03_1999"
"03003_2002","03","03003",2002,"PRD_PT",7189,10565,26387,0,1373,18,62935,NA,"PRD_PT","PRD","PRD","PRD",1999,3,"PRD",1,0,"PRD",1,0,0,1,0,0,0,0,0,"03_2002"
"03003_2005","03","03003",2005,"PRD_MC",6483,26123,37872,0,2212,94,77445,NA,"PRD_CONV","PRD","PRD","PRD",2002,3,"PRD",1,0,"PRD",1,0,0,1,0,0,0,0,0,"03_2005"
"03003_2008","03","03003",2008,"PRD_PT_MC",9550,11229,24115,0,1506,72,64572,NA,"PRD_CONV","PRD","PRD","PRD",2005,3,"PRD",1,0,"PRD",1,0,0,1,0,0,0,0,0,"03_2008"
"03003_2011","03","03003",2011,"PRI_PVEM",33103,41068,15903,0,2763,92,105864,NA,"PAN_PRS","PAN","PRI","PRI",2008,3,"PRD",0,1,"PRD",0,0,0,0,0,1,0,0,0,"03_2011"
"03008_1980","03","03008",1980,"PRI",0,6094,0,0,NA,NA,6234,NA,"PRI","PRI","PRI","PRI",2011,-31,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1980"
"03008_1983","03","03008",1983,"PRI",0,6000,1160,0,NA,NA,7160,NA,"PRI","PRI","PRI","PRI",1980,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1983"
"03008_1987","03","03008",1987,"PRI",0,7815,0,0,0,0,8096,NA,"PRI","PRI","PRI","PRI",1983,4,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1987"
"03008_1990","03","03008",1990,"PRI",769,6752,167,0,0,0,7746,NA,"PRI","PRI","PRI","PRI",1987,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1990"
"03008_1993","03","03008",1993,"PRI",3798,7068,42,0,0,0,10966,NA,"PRI","PRI","PRI","PRI",1990,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1993"
"03008_1996","03","03008",1996,"PRI",5943,7125,202,0,1115,7,19164,NA,"PRI","PRI","PRI","PRI",1993,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"03_1996"
"03008_1999","03","03008",1999,"PRD_PT",1577,10827,13484,0,641,0,25888,NA,"PRD_PT","PRD","PRD","PRD",1996,3,"PRI",0,1,"PRI",1,0,0,1,0,0,0,0,0,"03_1999"
"03008_2002","03","03008",2002,"PRD_PT",9718,3309,14951,0,666,3,31065,NA,"PRD_PT","PRD","PRD","PRD",1999,3,"PRD",1,0,"PRD",1,0,0,1,0,0,0,0,0,"03_2002"
"03008_2005","03","03008",2005,"PRD_MC",0,9260,18329,0,2187,85,32887,NA,"PRD_CONV","PRD","PRD","PRD",2002,3,"PRD",1,0,"PRD",1,0,0,1,0,0,0,0,0,"03_2005"
"03008_2008","03","03008",2008,"PRD_PT_MC",2401,19430,25309,0,1521,6,47461,NA,"PRD_CONV","PRD","PRD","PRD",2005,3,"PRD",1,0,"PRD",1,0,0,1,0,0,0,0,0,"03_2008"
"03008_2011","03","03008",2011,"PRD_PT",17213,16621,19842,0,1721,116,62622,NA,"PAN_PRS","PAN","PRD","PRD",2008,3,"PRD",1,0,"PRD",0,0,0,0,0,0,0,1,0,"03_2011"
"03009_1993","03","03009",1993,"PAN",1735,1728,0,0,0,0,3463,NA,"PRI","PRI","PAN","PAN",2011,-18,"PRD",0,1,"PRD",0,0,0,0,0,0,1,0,0,"03_1993"
"03009_1996","03","03009",1996,"PRI",2003,2351,0,0,68,8,4506,NA,"PRI","PRI","PRI","PRI",1993,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"03_1996"
"03009_1999","03","03009",1999,"PRI",2122,2364,579,0,206,0,5065,NA,"PRD_PT","PRD","PRI","PRI",1996,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"03_1999"
"03009_2002","03","03009",2002,"PAN",2125,1259,1896,0,0,0,5337,NA,"PRD_PT","PRD","PAN","PAN",1999,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"03_2002"
"03009_2005","03","03009",2005,"PAN",2121,1597,1680,0,191,0,5646,NA,"PRD_CONV","PRD","PAN","PAN",2002,3,"PAN",1,0,"PAN",0,0,0,0,0,0,1,0,0,"03_2005"
"03009_2008","03","03009",2008,"PRD_PT_MC",1410,0,3659,0,145,0,6653,NA,"PRD_CONV","PRD","PRD","PRD",2005,3,"PAN",0,1,"PAN",1,0,0,1,0,0,0,0,0,"03_2008"
"03009_2011","03","03009",2011,"PRI_PVEM",2525,2737,1498,0,204,2,8243,NA,"PAN_PRS","PAN","PRI","PRI",2008,3,"PRD",0,1,"PRD",0,0,0,0,0,1,0,0,0,"03_2011"
"04001_1982","04","04001",1982,"PRI",0,12569,3,0,NA,NA,12578,NA,"PRI","PRI","PRI","PRI",2011,-29,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1982"
"04001_1985","04","04001",1985,"PRI",41,13005,0,0,0,0,13153,NA,"PRI","PRI","PRI","PRI",1982,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1985"
"04001_1988","04","04001",1988,"PRI",91,11256,128,0,0,0,12568,NA,"PRI","PRI","PRI","PRI",1985,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1988"
"04001_1991","04","04001",1991,"PRI",315,10468,88,0,0,0,12185,NA,"PRI","PRI","PRI","PRI",1988,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1991"
"04001_1994","04","04001",1994,"PRI",1269,11692,2009,0,488,0,16009,NA,"PRI","PRI","PRI","PRI",1991,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1994"
"04001_1997","04","04001",1997,"PRI",264,9869,5492,0,0,0,17743,NA,"PRI","PRI","PRI","PRI",1994,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1997"
"04001_2000","04","04001",2000,"PRI",5985,10642,1032,0,921,0,19070,NA,"PRI","PRI","PRI","PRI",1997,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_2000"
"04001_2003","04","04001",2003,"PAN",10022,9749,96,0,409,0,20702,NA,"PRI","PRI","PAN","PAN",2000,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"04_2003"
"04001_2006","04","04001",2006,"PRI",6736,8707,4678,0,771,0,22908,NA,"PRI","PRI","PRI","PRI",2003,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"04_2006"
"04001_2009","04","04001",2009,"PRI_PNA",11122,11773,425,0,605,NA,24667,NA,"PRI_PNA","PRI","PRI","PRI",2006,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_2009"
"04001_2012","04","04001",2012,"PRI_PVEM",7066,16740,808,0,960,0,28335,NA,"PRI_PNA","PRI","PRI","PRI",2009,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_2012"
"04002_1982","04","04002",1982,"PRI",1619,17879,0,0,NA,NA,19659,NA,"PRI","PRI","PRI","PRI",2012,-30,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1982"
"04002_1985","04","04002",1985,"PRI",667,22166,0,0,0,0,23331,NA,"PRI","PRI","PRI","PRI",1982,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1985"
"04002_1988","04","04002",1988,"PRI",2516,16594,297,0,0,0,20746,NA,"PRI","PRI","PRI","PRI",1985,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1988"
"04002_1991","04","04002",1991,"PRI",1342,24113,175,0,0,0,33786,NA,"PRI","PRI","PRI","PRI",1988,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1991"
"04002_1994","04","04002",1994,"PRI",20360,39539,13200,0,1392,0,78069,NA,"PRI","PRI","PRI","PRI",1991,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1994"
"04002_1997","04","04002",1997,"PRI",26335,29378,19995,0,0,0,81572,NA,"PRI","PRI","PRI","PRI",1994,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1997"
"04002_2000","04","04002",2000,"PRI",28331,38711,8293,0,3287,0,83581,NA,"PRI","PRI","PRI","PRI",1997,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_2000"
"04002_2003","04","04002",2003,"PRI",33609,46200,1085,0,2423,0,92077,NA,"PRI","PRI","PRI","PRI",2000,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_2003"
"04002_2006","04","04002",2006,"PRI",32357,38736,25216,0,3298,0,101223,NA,"PRI","PRI","PRI","PRI",2003,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_2006"
"04002_2009","04","04002",2009,"PAN",57408,46923,3199,0,2720,NA,112349,NA,"PRI_PNA","PRI","PAN","PAN",2006,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"04_2009"
"04002_2012","04","04002",2012,"PRI_PVEM",25658,67079,10561,0,5173,0,114170,NA,"PRI_PNA","PRI","PRI","PRI",2009,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"04_2012"
"04003_1982","04","04003",1982,"PRI",220,20842,197,0,NA,NA,21797,NA,"PRI","PRI","PRI","PRI",2012,-30,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1982"
"04003_1985","04","04003",1985,"PRI",47,40446,0,0,0,0,40785,NA,"PRI","PRI","PRI","PRI",1982,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1985"
"04003_1988","04","04003",1988,"PRI",0,24073,547,0,0,0,28083,NA,"PRI","PRI","PRI","PRI",1985,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1988"
"04003_1991","04","04003",1991,"PRI",1510,14816,521,0,0,0,18581,NA,"PRI","PRI","PRI","PRI",1988,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1991"
"04003_1994","04","04003",1994,"PRI",9132,32839,9993,0,1042,0,54885,NA,"PRI","PRI","PRI","PRI",1991,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1994"
"04003_1997","04","04003",1997,"PRI",2549,25554,21616,0,0,0,51762,NA,"PRI","PRI","PRI","PRI",1994,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1997"
"04003_2000","04","04003",2000,"PAN",27248,21297,4597,0,1826,0,56356,NA,"PRI","PRI","PAN","PAN",1997,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"04_2000"
"04003_2003","04","04003",2003,"PAN",21799,20374,1121,0,1483,0,55596,NA,"PRI","PRI","PAN","PAN",2000,3,"PAN",1,0,"PAN",0,0,0,0,0,0,1,0,0,"04_2003"
"04003_2006","04","04003",2006,"PAN",25789,24150,16972,0,2266,0,68496,NA,"PRI","PRI","PAN","PAN",2003,3,"PAN",1,0,"PAN",0,0,0,0,0,0,1,0,0,"04_2006"
"04003_2009","04","04003",2009,"PRI_PNA",29571,35528,1290,0,1876,NA,69205,NA,"PRI_PNA","PRI","PRI","PRI",2006,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"04_2009"
"04003_2012","04","04003",2012,"PRI_PVEM",33257,38426,6642,0,4585,0,83797,NA,"PRI_PNA","PRI","PRI","PRI",2009,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_2012"
"04004_1982","04","04004",1982,"PRI",0,13560,96,0,NA,NA,13730,NA,"PRI","PRI","PRI","PRI",2012,-30,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"04_1982"
