"Clave","mayor6_leer_esc","may5_asistencia","year","muniYear"
"20397",35403,36259,2012,"20397_2012"
"20398",3861,3964,2012,"20398_2012"
"20399",27220,27854,2012,"20399_2012"
"20400",1566,1590,2012,"20400_2012"
"20401",20918,21472,2012,"20401_2012"
"20402",962,993,2012,"20402_2012"
"20403",2716,2773,2012,"20403_2012"
"20404",712,727,2012,"20404_2012"
"20405",1793,1825,2012,"20405_2012"
"20406",18181,18690,2012,"20406_2012"
"20407",5976,6107,2012,"20407_2012"
"20408",420,433,2012,"20408_2012"
"20409",7518,7670,2012,"20409_2012"
"20410",2948,3009,2012,"20410_2012"
"20411",765,777,2012,"20411_2012"
"20412",3000,3053,2012,"20412_2012"
"20413",35438,36287,2012,"20413_2012"
"20414",9771,10001,2012,"20414_2012"
"20415",4483,4580,2012,"20415_2012"
"20416",458,475,2012,"20416_2012"
"20417",8349,8547,2012,"20417_2012"
"20418",10949,11131,2012,"20418_2012"
"20419",505,519,2012,"20419_2012"
"20420",1517,1570,2012,"20420_2012"
"20421",4047,4125,2012,"20421_2012"
"20422",645,660,2012,"20422_2012"
"20423",506,511,2012,"20423_2012"
"20424",3470,3596,2012,"20424_2012"
"20425",2005,2064,2012,"20425_2012"
"20426",6699,6921,2012,"20426_2012"
"20427",14187,14467,2012,"20427_2012"
"20428",1617,1665,2012,"20428_2012"
"20429",1374,1404,2012,"20429_2012"
"20430",220,224,2012,"20430_2012"
"20431",1642,1658,2012,"20431_2012"
"20432",917,929,2012,"20432_2012"
"20433",2067,2162,2012,"20433_2012"
"20434",4085,4194,2012,"20434_2012"
"20435",3574,3702,2012,"20435_2012"
"20436",1054,1078,2012,"20436_2012"
"20437",8677,8933,2012,"20437_2012"
"20438",1627,1648,2012,"20438_2012"
"20439",22046,22663,2012,"20439_2012"
"20440",820,828,2012,"20440_2012"
"20441",6757,6993,2012,"20441_2012"
"20442",350,358,2012,"20442_2012"
"20443",422,423,2012,"20443_2012"
"20444",418,425,2012,"20444_2012"
"20445",1582,1628,2012,"20445_2012"
"20446",5860,6040,2012,"20446_2012"
"20447",13733,14065,2012,"20447_2012"
"20448",1705,1755,2012,"20448_2012"
"20449",3089,3155,2012,"20449_2012"
"20450",10233,10616,2012,"20450_2012"
"20451",1057,1079,2012,"20451_2012"
"20452",3913,4016,2012,"20452_2012"
"20453",3563,3640,2012,"20453_2012"
"20454",2843,2909,2012,"20454_2012"
"20455",2563,2611,2012,"20455_2012"
"20456",1575,1613,2012,"20456_2012"
"20457",3178,3242,2012,"20457_2012"
"20458",939,954,2012,"20458_2012"
"20459",4076,4150,2012,"20459_2012"
"20460",4841,4973,2012,"20460_2012"
"20461",580,584,2012,"20461_2012"
"20462",3912,4014,2012,"20462_2012"
"20463",645,649,2012,"20463_2012"
"20464",440,448,2012,"20464_2012"
"20465",1434,1461,2012,"20465_2012"
"20466",10459,10775,2012,"20466_2012"
"20467",16847,17184,2012,"20467_2012"
"20468",12098,12435,2012,"20468_2012"
"20469",27455,28239,2012,"20469_2012"
"20470",4374,4444,2012,"20470_2012"
"20471",486,493,2012,"20471_2012"
"20472",3108,3152,2012,"20472_2012"
"20473",1264,1295,2012,"20473_2012"
"20474",2998,3064,2012,"20474_2012"
"20475",8690,8890,2012,"20475_2012"
"20476",438,448,2012,"20476_2012"
"20477",1296,1316,2012,"20477_2012"
"20478",1783,1805,2012,"20478_2012"
"20479",215,216,2012,"20479_2012"
"20480",925,936,2012,"20480_2012"
"20481",1715,1747,2012,"20481_2012"
"20482",46280,47272,2012,"20482_2012"
"20483",8853,9041,2012,"20483_2012"
"20484",3800,3890,2012,"20484_2012"
"20485",2695,2753,2012,"20485_2012"
"20486",2279,2347,2012,"20486_2012"
"20487",1770,1823,2012,"20487_2012"
"20488",121,125,2012,"20488_2012"
"20489",4428,4533,2012,"20489_2012"
"20490",2730,2816,2012,"20490_2012"
"20491",3541,3660,2012,"20491_2012"
"20492",2750,2832,2012,"20492_2012"
"20493",547,551,2012,"20493_2012"
"20494",4436,4578,2012,"20494_2012"
"20495",2422,2509,2012,"20495_2012"
"20496",2147,2187,2012,"20496_2012"
"20497",3656,3811,2012,"20497_2012"
"20498",6252,6409,2012,"20498_2012"
"20499",1761,1807,2012,"20499_2012"
"20500",7165,7350,2012,"20500_2012"
"20501",928,943,2012,"20501_2012"
"20502",5153,5249,2012,"20502_2012"
"20503",316,321,2012,"20503_2012"
"20504",1470,1519,2012,"20504_2012"
"20505",6936,7062,2012,"20505_2012"
"20506",724,742,2012,"20506_2012"
"20507",2903,2970,2012,"20507_2012"
"20508",1462,1474,2012,"20508_2012"
"20509",9547,9889,2012,"20509_2012"
"20510",604,615,2012,"20510_2012"
"20511",3194,3292,2012,"20511_2012"
"20512",797,807,2012,"20512_2012"
"20513",7707,7870,2012,"20513_2012"
"20514",907,934,2012,"20514_2012"
"20515",56461,57611,2012,"20515_2012"
"20516",4171,4264,2012,"20516_2012"
"20517",5110,5250,2012,"20517_2012"
"20518",138,145,2012,"20518_2012"
"20519",2707,2750,2012,"20519_2012"
"20520",6354,6521,2012,"20520_2012"
"20521",246,253,2012,"20521_2012"
"20522",1143,1177,2012,"20522_2012"
"20523",1470,1489,2012,"20523_2012"
"20524",317,323,2012,"20524_2012"
"20525",10098,10309,2012,"20525_2012"
"20526",14509,14855,2012,"20526_2012"
"20527",2421,2483,2012,"20527_2012"
"20528",1109,1132,2012,"20528_2012"
"20529",1132,1157,2012,"20529_2012"
"20530",3168,3225,2012,"20530_2012"
"20531",2252,2305,2012,"20531_2012"
"20532",3710,3779,2012,"20532_2012"
"20533",2074,2123,2012,"20533_2012"
"20534",3606,3728,2012,"20534_2012"
"20535",2457,2519,2012,"20535_2012"
"20536",473,477,2012,"20536_2012"
"20537",6091,6226,2012,"20537_2012"
"20538",628,638,2012,"20538_2012"
"20539",4860,4945,2012,"20539_2012"
"20540",6368,6547,2012,"20540_2012"
"20541",1637,1672,2012,"20541_2012"
"20542",680,694,2012,"20542_2012"
"20543",5016,5153,2012,"20543_2012"
"20544",946,965,2012,"20544_2012"
"20545",8088,8280,2012,"20545_2012"
"20546",5190,5285,2012,"20546_2012"
"20547",861,884,2012,"20547_2012"
"20548",1634,1669,2012,"20548_2012"
"20549",10277,10482,2012,"20549_2012"
"20550",4585,4677,2012,"20550_2012"
"20551",18940,19386,2012,"20551_2012"
"20552",462,477,2012,"20552_2012"
"20553",8946,9107,2012,"20553_2012"
"20554",5215,5335,2012,"20554_2012"
"20555",2353,2393,2012,"20555_2012"
"20556",223,230,2012,"20556_2012"
"20557",13022,13237,2012,"20557_2012"
"20558",1392,1440,2012,"20558_2012"
"20559",20720,21171,2012,"20559_2012"
"20560",5638,5752,2012,"20560_2012"
"20561",2471,2532,2012,"20561_2012"
"20562",1380,1413,2012,"20562_2012"
"20563",1244,1248,2012,"20563_2012"
"20564",1184,1213,2012,"20564_2012"
"20565",32160,32978,2012,"20565_2012"
"20566",2591,2645,2012,"20566_2012"
"20567",2717,2779,2012,"20567_2012"
"20568",1391,1437,2012,"20568_2012"
"20569",1527,1562,2012,"20569_2012"
"20570",17457,17876,2012,"20570_2012"
"20901",NA,NA,2012,"20901_2012"
"20902",NA,NA,2012,"20902_2012"
"20903",NA,NA,2012,"20903_2012"
"20904",NA,NA,2012,"20904_2012"
"20905",NA,NA,2012,"20905_2012"
"20906",NA,NA,2012,"20906_2012"
"20907",NA,NA,2012,"20907_2012"
"20908",NA,NA,2012,"20908_2012"
"20909",NA,NA,2012,"20909_2012"
"20910",NA,NA,2012,"20910_2012"
"20911",NA,NA,2012,"20911_2012"
"20912",NA,NA,2012,"20912_2012"
"20913",NA,NA,2012,"20913_2012"
"20914",NA,NA,2012,"20914_2012"
"20915",NA,NA,2012,"20915_2012"
"20916",NA,NA,2012,"20916_2012"
"20917",NA,NA,2012,"20917_2012"
"20918",NA,NA,2012,"20918_2012"
"20919",NA,NA,2012,"20919_2012"
"20920",NA,NA,2012,"20920_2012"
"20921",NA,NA,2012,"20921_2012"
"20922",NA,NA,2012,"20922_2012"
"20923",NA,NA,2012,"20923_2012"
"20924",NA,NA,2012,"20924_2012"
"20925",NA,NA,2012,"20925_2012"
"20926",NA,NA,2012,"20926_2012"
"20927",NA,NA,2012,"20927_2012"
"20928",NA,NA,2012,"20928_2012"
"20929",NA,NA,2012,"20929_2012"
"20930",NA,NA,2012,"20930_2012"
"21001",54366,55954,2012,"21001_2012"
"21002",8159,8340,2012,"21002_2012"
"21003",30417,31054,2012,"21003_2012"
"21004",46513,47803,2012,"21004_2012"
"21005",2630,2660,2012,"21005_2012"
"21006",13284,13628,2012,"21006_2012"
"21007",2989,3079,2012,"21007_2012"
"21008",9387,9652,2012,"21008_2012"
"21009",1797,1833,2012,"21009_2012"
"21010",54286,55803,2012,"21010_2012"
"21011",1512,1534,2012,"21011_2012"
"21012",5713,5802,2012,"21012_2012"
"21013",17129,17517,2012,"21013_2012"
"21014",4505,4606,2012,"21014_2012"
"21015",97464,100027,2012,"21015_2012"
"21016",7101,7259,2012,"21016_2012"
"21017",22903,23589,2012,"21017_2012"
"21018",3309,3369,2012,"21018_2012"
"21019",114977,117422,2012,"21019_2012"
"21020",5557,5701,2012,"21020_2012"
"21021",1092,1111,2012,"21021_2012"
"21022",10573,10818,2012,"21022_2012"
"21023",7463,7651,2012,"21023_2012"
"21024",805,809,2012,"21024_2012"
"21025",7290,7485,2012,"21025_2012"
"21026",12403,12677,2012,"21026_2012"
"21027",3664,3762,2012,"21027_2012"
"21028",2284,2345,2012,"21028_2012"
"21029",3444,3490,2012,"21029_2012"
"21030",705,715,2012,"21030_2012"
"21031",2579,2633,2012,"21031_2012"
"21032",1074,1100,2012,"21032_2012"
"21033",4344,4414,2012,"21033_2012"
"21034",31681,32308,2012,"21034_2012"
"21035",17379,17795,2012,"21035_2012"
"21036",12621,13018,2012,"21036_2012"
"21037",2157,2193,2012,"21037_2012"
"21038",8060,8310,2012,"21038_2012"
"21039",8378,8579,2012,"21039_2012"
"21040",8922,9153,2012,"21040_2012"
"21041",78960,80855,2012,"21041_2012"
"21042",2704,2768,2012,"21042_2012"
"21043",42159,43212,2012,"21043_2012"
"21044",13616,13987,2012,"21044_2012"
"21045",40089,41002,2012,"21045_2012"
"21046",6247,6415,2012,"21046_2012"
"21047",16952,17339,2012,"21047_2012"
"21048",17226,17623,2012,"21048_2012"
"21049",14149,14570,2012,"21049_2012"
"21050",20943,21642,2012,"21050_2012"
"21051",30541,31182,2012,"21051_2012"
"21052",1159,1176,2012,"21052_2012"
"21053",52995,54262,2012,"21053_2012"
"21054",27519,28352,2012,"21054_2012"
"21055",4164,4255,2012,"21055_2012"
"21056",1100,1112,2012,"21056_2012"
"21057",6712,6890,2012,"21057_2012"
"21058",16612,17079,2012,"21058_2012"
"21059",2240,2308,2012,"21059_2012"
"21060",6683,6866,2012,"21060_2012"
"21061",11223,11577,2012,"21061_2012"
"21062",4178,4264,2012,"21062_2012"
"21063",12317,12612,2012,"21063_2012"
"21064",14719,14988,2012,"21064_2012"
"21065",16837,17312,2012,"21065_2012"
"21066",5577,5684,2012,"21066_2012"
"21067",14984,15381,2012,"21067_2012"
"21068",6854,7045,2012,"21068_2012"
"21069",22611,23064,2012,"21069_2012"
"21070",6003,6131,2012,"21070_2012"
"21071",86561,88637,2012,"21071_2012"
"21072",13725,14071,2012,"21072_2012"
"21073",7838,8038,2012,"21073_2012"
"21074",57019,58436,2012,"21074_2012"
"21075",10396,10710,2012,"21075_2012"
"21076",23749,24312,2012,"21076_2012"
"21077",5455,5612,2012,"21077_2012"
"21078",12598,12963,2012,"21078_2012"
"21079",4849,4946,2012,"21079_2012"
"21080",2483,2543,2012,"21080_2012"
"21081",3306,3367,2012,"21081_2012"
"21082",7363,7570,2012,"21082_2012"
"21083",22166,22730,2012,"21083_2012"
"21084",6012,6175,2012,"21084_2012"
"21085",65836,67289,2012,"21085_2012"
"21086",11212,11437,2012,"21086_2012"
"21087",11397,11657,2012,"21087_2012"
"21088",4059,4164,2012,"21088_2012"
"21089",11500,11758,2012,"21089_2012"
"21090",17601,18007,2012,"21090_2012"
"21091",9390,9551,2012,"21091_2012"
"21092",4672,4781,2012,"21092_2012"
"21093",6810,6979,2012,"21093_2012"
"21094",28331,29113,2012,"21094_2012"
"21095",439,453,2012,"21095_2012"
"21096",2385,2443,2012,"21096_2012"
"21097",1995,2037,2012,"21097_2012"
"21098",5644,5765,2012,"21098_2012"
"21099",16967,17370,2012,"21099_2012"
"21100",8505,8704,2012,"21100_2012"
"21101",3308,3361,2012,"21101_2012"
"21102",11137,11420,2012,"21102_2012"
"21103",5391,5524,2012,"21103_2012"
"21104",24614,25288,2012,"21104_2012"
"21105",4319,4418,2012,"21105_2012"
"21106",23801,24429,2012,"21106_2012"
"21107",10015,10294,2012,"21107_2012"
"21108",15161,15520,2012,"21108_2012"
"21109",18926,19437,2012,"21109_2012"
"21110",38355,39378,2012,"21110_2012"
"21111",16724,17055,2012,"21111_2012"
"21112",8410,8595,2012,"21112_2012"
"21113",4321,4404,2012,"21113_2012"
"21114",1386821,1413624,2012,"21114_2012"
"21115",41419,42572,2012,"21115_2012"
"21116",18686,19304,2012,"21116_2012"
"21117",12653,12919,2012,"21117_2012"
"21118",22598,23238,2012,"21118_2012"
"21119",98582,100644,2012,"21119_2012"
"21120",4688,4813,2012,"21120_2012"
"21121",972,985,2012,"21121_2012"
"21122",8619,8855,2012,"21122_2012"
"21123",3570,3656,2012,"21123_2012"
"21124",13322,13587,2012,"21124_2012"
"21125",7618,7764,2012,"21125_2012"
"21126",5305,5421,2012,"21126_2012"
"21127",3423,3479,2012,"21127_2012"
"21128",7195,7411,2012,"21128_2012"
"21129",11526,11757,2012,"21129_2012"
"21130",3070,3136,2012,"21130_2012"
"21131",783,812,2012,"21131_2012"
"21132",129950,132937,2012,"21132_2012"
"21133",541,550,2012,"21133_2012"
"21134",18083,18453,2012,"21134_2012"
"21135",534,539,2012,"21135_2012"
"21136",10366,10586,2012,"21136_2012"
"21137",8310,8532,2012,"21137_2012"
"21138",9838,10074,2012,"21138_2012"
"21139",3252,3322,2012,"21139_2012"
"21140",111126,113442,2012,"21140_2012"
"21141",3068,3115,2012,"21141_2012"
"21142",25077,25671,2012,"21142_2012"
"21143",26661,27298,2012,"21143_2012"
"21144",12300,12590,2012,"21144_2012"
"21145",11959,12274,2012,"21145_2012"
"21146",837,848,2012,"21146_2012"
"21147",5348,5468,2012,"21147_2012"
"21148",6689,6883,2012,"21148_2012"
"21149",20462,21033,2012,"21149_2012"
"21150",6511,6675,2012,"21150_2012"
"21151",7224,7392,2012,"21151_2012"
"21152",10516,10749,2012,"21152_2012"
"21153",18501,18975,2012,"21153_2012"
"21154",64536,66060,2012,"21154_2012"
"21155",5047,5134,2012,"21155_2012"
"21156",247747,253516,2012,"21156_2012"
"21157",10431,10651,2012,"21157_2012"
"21158",6163,6303,2012,"21158_2012"
"21159",3682,3733,2012,"21159_2012"
"21160",2827,2874,2012,"21160_2012"
"21161",17366,17842,2012,"21161_2012"
"21162",3834,3901,2012,"21162_2012"
"21163",14620,15019,2012,"21163_2012"
"21164",67434,69186,2012,"21164_2012"
"21165",952,982,2012,"21165_2012"
"21166",7418,7573,2012,"21166_2012"
"21167",9076,9365,2012,"21167_2012"
"21168",5930,6066,2012,"21168_2012"
"21169",18478,18933,2012,"21169_2012"
"21170",14386,14749,2012,"21170_2012"
"21171",3106,3160,2012,"21171_2012"
"21172",23181,23692,2012,"21172_2012"
"21173",5086,5185,2012,"21173_2012"
"21174",82885,84620,2012,"21174_2012"
"21175",8713,8902,2012,"21175_2012"
"21176",7412,7608,2012,"21176_2012"
"21177",42564,43805,2012,"21177_2012"
"21178",15187,15539,2012,"21178_2012"
"21179",25804,26469,2012,"21179_2012"
"21180",33081,33805,2012,"21180_2012"
"21181",5602,5732,2012,"21181_2012"
"21182",4324,4432,2012,"21182_2012"
"21183",17523,17992,2012,"21183_2012"
"21184",5797,5928,2012,"21184_2012"
"21185",7603,7757,2012,"21185_2012"
"21186",46775,47909,2012,"21186_2012"
"21187",4830,4906,2012,"21187_2012"
"21188",15951,16237,2012,"21188_2012"
"21189",17775,18178,2012,"21189_2012"
"21190",1081,1089,2012,"21190_2012"
"21191",8393,8579,2012,"21191_2012"
"21192",5442,5556,2012,"21192_2012"
"21193",5704,5828,2012,"21193_2012"
"21194",25268,25789,2012,"21194_2012"
"21195",22293,22900,2012,"21195_2012"
"21196",1616,1660,2012,"21196_2012"
"21197",67701,69328,2012,"21197_2012"
"21198",1120,1151,2012,"21198_2012"
"21199",33704,34647,2012,"21199_2012"
"21200",3500,3599,2012,"21200_2012"
"21201",2747,2809,2012,"21201_2012"
"21202",11005,11275,2012,"21202_2012"
"21203",5502,5630,2012,"21203_2012"
"21204",6758,6936,2012,"21204_2012"
"21205",20505,21028,2012,"21205_2012"
"21206",3843,3904,2012,"21206_2012"
"21207",47745,48913,2012,"21207_2012"
"21208",68582,70298,2012,"21208_2012"
"21209",7562,7707,2012,"21209_2012"
"21210",5159,5278,2012,"21210_2012"
"21211",14296,14569,2012,"21211_2012"
"21212",17078,17541,2012,"21212_2012"
"21213",11075,11356,2012,"21213_2012"
"21214",14390,14668,2012,"21214_2012"
"21215",4232,4328,2012,"21215_2012"
"21216",2392,2454,2012,"21216_2012"
"21217",18273,18888,2012,"21217_2012"
"22001",56063,57517,2012,"22001_2012"
"22002",24036,24643,2012,"22002_2012"
"22003",11523,11755,2012,"22003_2012"
"22004",58358,59764,2012,"22004_2012"
"22005",52840,54146,2012,"22005_2012"
"22006",144887,147853,2012,"22006_2012"
"22007",34463,35312,2012,"22007_2012"
"22008",31622,32415,2012,"22008_2012"
"22009",23746,24270,2012,"22009_2012"
"22010",17949,18348,2012,"22010_2012"
"22011",116194,119134,2012,"22011_2012"
"22012",58759,60035,2012,"22012_2012"
"22013",16588,16958,2012,"22013_2012"
"22014",745889,760241,2012,"22014_2012"
"22015",8240,8427,2012,"22015_2012"
"22016",228302,233103,2012,"22016_2012"
"22017",59529,60795,2012,"22017_2012"
"22018",23866,24477,2012,"22018_2012"
"23001",73184,74712,2012,"23001_2012"
"23002",68044,69765,2012,"23002_2012"
"23003",16501,16886,2012,"23003_2012"
"23004",229179,233701,2012,"23004_2012"
"23005",645694,658878,2012,"23005_2012"
"23006",32843,33587,2012,"23006_2012"
"23007",23502,24008,2012,"23007_2012"
"23008",160280,163548,2012,"23008_2012"
"23009",NA,NA,2012,"23009_2012"
"23010",NA,NA,2012,"23010_2012"
"23011",NA,NA,2012,"23011_2012"
"24001",16824,17219,2012,"24001_2012"
"24002",7459,7594,2012,"24002_2012"
"24003",41920,43201,2012,"24003_2012"
"24004",3967,4037,2012,"24004_2012"
"24005",17191,17600,2012,"24005_2012"
"24006",8647,8848,2012,"24006_2012"
"24007",16725,17211,2012,"24007_2012"
"24008",19208,19654,2012,"24008_2012"
"24009",3777,3861,2012,"24009_2012"
"24010",27890,28618,2012,"24010_2012"
"24011",39412,40207,2012,"24011_2012"
"24012",18831,19271,2012,"24012_2012"
"24013",149133,152213,2012,"24013_2012"
"24014",15194,15501,2012,"24014_2012"
"24015",19231,19629,2012,"24015_2012"
"24016",38131,39001,2012,"24016_2012"
"24017",23171,23744,2012,"24017_2012"
"24018",13713,14071,2012,"24018_2012"
"24019",5247,5348,2012,"24019_2012"
"24020",84196,86117,2012,"24020_2012"
"24021",48929,49918,2012,"24021_2012"
"24022",17368,17697,2012,"24022_2012"
"24023",14131,14430,2012,"24023_2012"
"24024",83819,85566,2012,"24024_2012"
"24025",27188,27900,2012,"24025_2012"
"24026",8374,8546,2012,"24026_2012"
"24027",9150,9338,2012,"24027_2012"
"24028",702176,715389,2012,"24028_2012"
"24029",19226,19655,2012,"24029_2012"
"24030",4934,5028,2012,"24030_2012"
"24031",10501,10776,2012,"24031_2012"
"24032",36559,37412,2012,"24032_2012"
"24033",11026,11284,2012,"24033_2012"
"24034",13926,14267,2012,"24034_2012"
"24035",248916,254609,2012,"24035_2012"
"24036",25991,26573,2012,"24036_2012"
"24037",85866,87945,2012,"24037_2012"
"24038",14304,14615,2012,"24038_2012"
"24039",12783,13080,2012,"24039_2012"
"24040",34666,35379,2012,"24040_2012"
"24041",17203,17595,2012,"24041_2012"
"24042",13215,13528,2012,"24042_2012"
"24043",8036,8180,2012,"24043_2012"
"24044",7172,7346,2012,"24044_2012"
"24045",13169,13489,2012,"24045_2012"
"24046",14606,14991,2012,"24046_2012"
"24047",8851,9064,2012,"24047_2012"
"24048",4830,4932,2012,"24048_2012"
"24049",34001,34868,2012,"24049_2012"
"24050",42556,43548,2012,"24050_2012"
"24051",13541,13814,2012,"24051_2012"
"24052",9207,9375,2012,"24052_2012"
"24053",29556,30211,2012,"24053_2012"
"24054",45208,46413,2012,"24054_2012"
"24055",22086,22610,2012,"24055_2012"
"24056",13999,14365,2012,"24056_2012"
"24057",26585,27284,2012,"24057_2012"
"24058",18755,19134,2012,"24058_2012"
"25001",388253,395684,2012,"25001_2012"
"25002",41901,42654,2012,"25002_2012"
"25003",25731,26337,2012,"25003_2012"
"25004",26043,26548,2012,"25004_2012"
"25005",14253,14593,2012,"25005_2012"
"25006",792498,809331,2012,"25006_2012"
"25007",29667,30339,2012,"25007_2012"
"25008",36579,37519,2012,"25008_2012"
"25009",49289,50312,2012,"25009_2012"
"25010",90076,91882,2012,"25010_2012"
"25011",263537,268599,2012,"25011_2012"
"25012",411154,418865,2012,"25012_2012"
"25013",41976,42756,2012,"25013_2012"
"25014",44976,45905,2012,"25014_2012"
"25015",72133,73599,2012,"25015_2012"
"25016",20005,20421,2012,"25016_2012"
"25017",79245,80975,2012,"25017_2012"
"25018",120785,123402,2012,"25018_2012"
"26001",2447,2506,2012,"26001_2012"
"26002",72541,74316,2012,"26002_2012"
"26003",23612,24081,2012,"26003_2012"
"26004",8068,8274,2012,"26004_2012"
"26005",1139,1157,2012,"26005_2012"
"26006",2760,2813,2012,"26006_2012"
"26007",532,544,2012,"26007_2012"
"26008",1115,1139,2012,"26008_2012"
"26009",723,734,2012,"26009_2012"
"26010",1372,1405,2012,"26010_2012"
"26011",1573,1608,2012,"26011_2012"
"26012",21182,21569,2012,"26012_2012"
"26013",1539,1573,2012,"26013_2012"
"26014",3299,3363,2012,"26014_2012"
"26015",1326,1379,2012,"26015_2012"
"26016",4733,4819,2012,"26016_2012"
"26017",76073,77777,2012,"26017_2012"
"26018",381457,388388,2012,"26018_2012"
"26019",29638,30298,2012,"26019_2012"
"26020",5103,5200,2012,"26020_2012"
"26021",1477,1493,2012,"26021_2012"
"26022",912,922,2012,"26022_2012"
"26023",5990,6084,2012,"26023_2012"
"26024",776,789,2012,"26024_2012"
"26025",49637,50552,2012,"26025_2012"
"26026",56170,57322,2012,"26026_2012"
"26027",7888,8089,2012,"26027_2012"
"26028",1139,1158,2012,"26028_2012"
"26029",140060,142715,2012,"26029_2012"
"26030",728454,742483,2012,"26030_2012"
"26031",1274,1316,2012,"26031_2012"
"26032",925,943,2012,"26032_2012"
"26033",73353,74732,2012,"26033_2012"
"26034",1096,1125,2012,"26034_2012"
"26035",11505,11762,2012,"26035_2012"
"26036",27974,28593,2012,"26036_2012"
"26037",1190,1206,2012,"26037_2012"
"26038",4393,4498,2012,"26038_2012"
"26039",5691,5844,2012,"26039_2012"
"26040",2001,2035,2012,"26040_2012"
"26041",11446,11705,2012,"26041_2012"
"26042",145503,148444,2012,"26042_2012"
"26043",200530,205414,2012,"26043_2012"
"26044",357,360,2012,"26044_2012"
"26045",2655,2719,2012,"26045_2012"
"26046",415,427,2012,"26046_2012"
"26047",8695,8833,2012,"26047_2012"
"26048",55004,56374,2012,"26048_2012"
"26049",3143,3221,2012,"26049_2012"
"26050",1489,1506,2012,"26050_2012"
"26051",4680,4800,2012,"26051_2012"
"26052",5583,5679,2012,"26052_2012"
"26053",391,400,2012,"26053_2012"
"26054",557,566,2012,"26054_2012"
"26055",165996,170023,2012,"26055_2012"
"26056",8465,8684,2012,"26056_2012"
"26057",1584,1603,2012,"26057_2012"
"26058",14923,15206,2012,"26058_2012"
"26059",1799,1845,2012,"26059_2012"
"26060",2372,2443,2012,"26060_2012"
"26061",1179,1191,2012,"26061_2012"
"26062",1020,1034,2012,"26062_2012"
"26063",1331,1347,2012,"26063_2012"
"26064",1549,1587,2012,"26064_2012"
"26065",1565,1599,2012,"26065_2012"
"26066",8779,8918,2012,"26066_2012"
"26067",1591,1606,2012,"26067_2012"
"26068",1118,1135,2012,"26068_2012"
"26069",5346,5438,2012,"26069_2012"
"26070",14899,15254,2012,"26070_2012"
"26071",20324,20719,2012,"26071_2012"
"26072",12900,13186,2012,"26072_2012"
"27001",51223,52345,2012,"27001_2012"
"27002",225412,230737,2012,"27002_2012"
"27003",91818,94248,2012,"27003_2012"
"27004",586915,598778,2012,"27004_2012"
"27005",175969,179769,2012,"27005_2012"
"27006",115555,118311,2012,"27006_2012"
"27007",27337,27925,2012,"27007_2012"
"27008",162064,165926,2012,"27008_2012"
"27009",33283,33963,2012,"27009_2012"
"27010",76337,78074,2012,"27010_2012"
"27011",26838,27366,2012,"27011_2012"
"27012",138382,141558,2012,"27012_2012"
"27013",112127,114698,2012,"27013_2012"
"27014",77454,79153,2012,"27014_2012"
"27015",42181,43118,2012,"27015_2012"
"27016",48762,49804,2012,"27016_2012"
"27017",53256,54565,2012,"27017_2012"
"28001",10815,11012,2012,"28001_2012"
"28002",26718,27242,2012,"28002_2012"
"28003",206419,210912,2012,"28003_2012"
"28004",8223,8379,2012,"28004_2012"
"28005",4020,4093,2012,"28005_2012"
"28006",6750,6920,2012,"28006_2012"
"28007",12257,12534,2012,"28007_2012"
"28008",3870,3984,2012,"28008_2012"
"28009",181291,183993,2012,"28009_2012"
"28010",1691,1717,2012,"28010_2012"
"28011",8124,8274,2012,"28011_2012"
"28012",38983,39902,2012,"28012_2012"
"28013",14291,14604,2012,"28013_2012"
"28014",3704,3772,2012,"28014_2012"
"28015",14251,14487,2012,"28015_2012"
"28016",21571,21964,2012,"28016_2012"
"28017",13699,14026,2012,"28017_2012"
"28018",7297,7457,2012,"28018_2012"
"28019",15615,15943,2012,"28019_2012"
"28020",2388,2425,2012,"28020_2012"
"28021",103239,105184,2012,"28021_2012"
"28022",437451,446747,2012,"28022_2012"
"28023",3927,3990,2012,"28023_2012"
"28024",3803,3878,2012,"28024_2012"
"28025",25197,25651,2012,"28025_2012"
"28026",3171,3246,2012,"28026_2012"
"28027",325843,333253,2012,"28027_2012"
"28028",3113,3186,2012,"28028_2012"
"28029",11802,12032,2012,"28029_2012"
"28030",12857,13158,2012,"28030_2012"
"28031",1670,1701,2012,"28031_2012"
"28032",510098,522117,2012,"28032_2012"
"28033",106368,108835,2012,"28033_2012"
"28034",8414,8556,2012,"28034_2012"
"28035",50316,51344,2012,"28035_2012"
"28036",887,913,2012,"28036_2012"
"28037",22460,22923,2012,"28037_2012"
"28038",265693,269622,2012,"28038_2012"
"28039",24748,25312,2012,"28039_2012"
"28040",55985,57169,2012,"28040_2012"
"28041",295131,301127,2012,"28041_2012"
"28042",5730,5812,2012,"28042_2012"
"28043",20875,21264,2012,"28043_2012"
"29001",9574,9807,2012,"29001_2012"
"29002",12271,12547,2012,"29002_2012"
"29003",5435,5572,2012,"29003_2012"
"29004",14553,14963,2012,"29004_2012"
"29005",69801,71183,2012,"29005_2012"
"29006",40693,41640,2012,"29006_2012"
"29007",13796,14129,2012,"29007_2012"
"29008",12236,12599,2012,"29008_2012"
"29009",4813,4908,2012,"29009_2012"
"29010",60198,61507,2012,"29010_2012"
"29011",3805,3906,2012,"29011_2012"
"29012",7541,7739,2012,"29012_2012"
